evt,LepGood1_charge,LepGood2_charge,LepGood1_convVeto,LepGood2_convVeto,LepGood1_lostHits,LepGood2_lostHits,LepGood1_mvaTTH,LepGood2_mvaTTH,LepGood1_pdgId,LepGood2_pdgId,LepGood1_pt,LepGood2_pt,LepGood1_tightCharge,LepGood2_tightCharge,met_pt,mhtJet25,minMllAFAS,nBJetLoose25,nBJetMedium25,nJet25,nLepGood10
58349,-1,1,1,1,0,0,0.981999754906,0.788509428501,13,-13,82.7914657593,27.163980484,2,2,73.0167541504,95.1747817993,134.323806763,0,0,5,2
58352,-1,1,1,1,0,0,0.935043096542,0.860870420933,13,-13,86.775062561,37.0940895081,2,2,132.569198608,93.6819763184,119.113372803,1,0,4,2
58391,-1,-1,1,1,0,0,0.974608242512,0.97883272171,13,13,104.670631409,24.8823242188,2,2,87.1734695435,85.4668579102,133.02204895,2,1,5,2
70902,-1,-1,1,1,0,0,0.952018558979,0.870063960552,13,13,57.122379303,27.4727077484,2,2,79.2681045532,55.9063224792,80.6303405762,0,0,5,2
70931,-1,-1,1,1,0,0,0.914428770542,0.970860362053,13,13,88.2545471191,72.9055328369,2,2,130.408721924,80.2931594849,161.46534729,2,2,5,2
30555,-1,1,1,1,0,0,0.983063340187,0.939160346985,13,-13,58.3753967285,32.2074356079,2,2,133.344482422,88.6254043579,18.7159957886,2,1,5,3
72007,1,-1,1,1,0,0,0.978384196758,0.96004062891,-13,13,143.65020752,20.6617565155,2,2,131.988937378,158.018630981,142.579956055,3,2,4,2
72015,1,-1,1,1,0,0,0.971258163452,-0.00478588370606,-13,13,202.428436279,12.7557764053,2,2,142.560760498,87.7511291504,100.724311829,1,1,5,2
110011,1,-1,1,1,0,1,0.97682082653,0.984328985214,-13,13,82.4570617676,50.4692726135,2,2,23.9909172058,34.6823883057,117.575798035,2,2,4,2
110048,1,-1,1,1,0,0,0.98674339056,0.967188298702,-13,13,85.5332870483,81.5779571533,2,2,93.4000167847,20.7659759521,192.572113037,1,1,6,2
110072,1,-1,1,1,0,0,0.958541214466,0.623178720474,-13,13,139.914535522,50.1708259583,2,2,135.019592285,44.0900650024,80.632774353,2,1,5,2
110082,-1,1,1,1,0,0,0.986763119698,0.976688027382,13,-13,60.9973945618,53.3633422852,2,2,58.9230804443,30.8398647308,134.845184326,1,1,3,2
130704,-1,1,1,1,0,0,0.988962471485,0.911140203476,13,-13,76.7259750366,16.6588726044,2,2,74.1990814209,84.4076538086,76.3545684814,3,2,3,2
130745,-1,-1,1,1,0,0,0.0298997275531,0.44182023406,13,13,47.6672821045,6.94701814651,2,2,29.1317424774,21.9030990601,54.6758232117,4,2,6,1
130765,-1,1,1,1,0,0,0.978628337383,0.91463804245,13,-13,54.5287590027,49.2776832581,2,2,128.772521973,125.414009094,140.282241821,5,4,8,2
131345,1,-1,1,1,0,0,0.988008499146,-0.510196447372,-13,13,115.73285675,24.0325641632,2,2,88.2126464844,78.6689071655,71.2075119019,1,0,4,2
131349,-1,1,1,1,0,0,0.986525952816,0.903443217278,13,-13,175.571533203,157.029144287,2,2,18.7676258087,36.3543815613,350.72253418,2,1,3,2
131368,1,-1,1,1,0,0,-0.762402951717,-0.215875461698,-13,13,13.0989933014,12.9075269699,2,2,106.368240356,60.2725372314,24.0105342865,0,0,2,2
131371,1,-1,1,1,0,0,0.952822506428,0.942812919617,-13,13,108.849121094,17.0050907135,2,2,260.803436279,220.871185303,63.7362289429,2,2,3,2
131397,1,-1,1,1,0,0,0.987474143505,0.986545443535,-13,13,91.6634521484,35.4755897522,2,2,139.655075073,170.498382568,106.495040894,1,1,4,2
105305,1,-1,1,1,0,0,0.982340157032,0.575169205666,-13,13,37.609916687,11.1205434799,2,2,61.7391624451,66.0944137573,23.5340766907,4,2,8,2
105307,1,-1,1,1,0,0,0.984914422035,0.432507127523,-13,13,59.8269920349,40.3175163269,2,2,77.3935012817,48.5126533508,182.834197998,4,4,8,2
130516,-1,-1,1,1,0,0,0.970852315426,0.979006230831,13,13,158.039855957,92.1181488037,2,2,281.810028076,218.18762207,93.357635498,2,1,3,3
148036,-1,1,1,1,0,0,0.954898238182,0.988348066807,13,-13,75.1381454468,71.8941650391,2,2,31.3997802734,5.04161834717,142.042541504,4,3,5,2
148037,-1,1,1,1,0,0,0.43566647172,0.950098514557,13,-13,49.7793960571,40.1233024597,2,2,117.155845642,44.748260498,88.0447616577,2,2,2,2
148049,-1,1,1,1,0,0,-0.427390694618,0.625036358833,13,-13,25.7953414917,10.7009553909,2,2,127.885704041,122.810997009,36.176612854,3,1,5,2
148058,1,-1,1,1,0,0,0.985987305641,0.952542662621,-13,13,50.825668335,17.1121768951,2,2,122.868034363,89.4975509644,33.2781219482,2,2,3,2
148066,-1,1,1,1,0,0,0.954343616962,0.981494009495,13,-13,163.253814697,72.5326385498,2,2,25.1134471893,64.8913421631,78.7206878662,1,1,4,3
146750,-1,1,1,1,2,0,0.979570150375,0.970411419868,13,-13,50.8790206909,41.7144889832,2,2,95.2928924561,127.944038391,28.0966205597,2,2,5,2
146754,1,-1,1,1,0,0,0.956705033779,-0.0469174459577,-13,13,34.7332458496,14.6329755783,2,2,71.4401702881,68.2350921631,44.8892707825,2,2,6,2
146763,-1,1,1,1,0,0,0.957216382027,0.812505185604,13,-13,117.834388733,16.8657455444,2,2,115.68976593,112.564857483,235.468429565,2,2,5,2
152863,-1,1,1,1,0,0,0.934766530991,0.953580319881,13,-13,46.3973121643,23.5315341949,2,2,58.2238273621,74.5214385986,27.7144908905,3,2,4,3
152876,-1,1,1,1,0,0,0.959170937538,0.678841769695,13,-13,56.6067237854,13.1599311829,2,2,45.7572212219,82.3465499878,14.1482458115,3,1,7,2
152898,1,-1,1,1,0,0,0.953971743584,0.903491973877,-13,13,83.5202560425,51.8327140808,2,2,272.180603027,292.502532959,148.350265503,4,2,5,2
164385,-1,1,1,1,0,0,0.915094792843,0.896437466145,13,-13,53.5226821899,51.1136016846,2,2,153.30645752,102.983123779,34.8500366211,3,1,4,3
196909,-1,1,1,1,0,0,0.97173756361,0.652114450932,13,-13,173.431610107,24.1564502716,2,2,78.5152282715,98.3965301514,66.0337371826,2,1,7,2
196940,-1,-1,1,1,0,0,0.980741024017,0.821246623993,13,13,31.5504608154,25.7160663605,2,2,111.339118958,76.8775177002,56.6988258362,2,1,6,2
