evt LepGood1_charge LepGood2_charge LepGood1_convVeto LepGood2_convVeto LepGood1_lostHits LepGood2_lostHits LepGood1_mvaTTH LepGood2_mvaTTH LepGood1_pdgId LepGood2_pdgId LepGood1_pt LepGood2_pt LepGood1_tightCharge LepGood2_tightCharge met_pt mhtJet25 minMllAFAS nBJetLoose25 nBJetMedium25 nJet25 nLepGood10
128937 -1 -1 1 1 0 0 0.946630895138 0.987367749214 13 13 61.2013702393 54.7271690369 2 2 38.9112167358 35.7395820618 73.0919799805 3 1 5 2
92898 -1 -1 1 1 0 0 0.978262543678 0.974794387817 13 13 160.661895752 39.3590507507 2 2 79.7766799927 67.0927429199 150.287017822 2 0 4 2
138516 1 1 1 1 0 0 0.988714158535 0.988364756107 -13 -13 86.1198196411 40.6549758911 2 2 19.0865783691 28.1401233673 113.086555481 3 2 6 2
171752 1 1 1 1 0 0 0.983826458454 0.95781904459 -13 -13 105.305656433 62.0648918152 2 2 44.4355583191 118.159805298 8.23876857758 1 1 5 3
178459 1 1 1 1 0 0 0.977185547352 0.977432549 -13 -13 102.760917664 66.1923751831 2 2 112.671257019 100.282875061 54.9276847839 3 1 5 3
20742 -1 -1 1 1 0 0 0.976673901081 0.971390902996 13 13 62.719707489 35.4049758911 2 2 24.8875102997 6.6512298584 53.1533813477 2 1 5 2
24329 1 1 1 1 0 0 0.984263062477 0.93683552742 -13 -13 53.3248023987 28.2160968781 2 2 102.389099121 148.43359375 24.306936264 2 1 6 2
75372 -1 -1 1 1 0 0 0.953717470169 0.871281266212 13 13 54.5838241577 21.729850769 2 2 109.729705811 89.5767593384 22.7477455139 2 0 6 2
195086 1 1 1 1 0 0 0.968994259834 0.901042819023 -13 -13 69.8803710938 41.7485961914 2 2 198.199005127 229.529663086 115.818771362 3 2 5 2
65271 -1 -1 1 1 0 0 0.919217407703 0.729910314083 13 13 101.380088806 23.5532283783 2 2 39.2654647827 34.5172309875 131.5519104 2 1 5 2
65802 -1 -1 1 1 0 0 0.978265762329 0.974353671074 13 13 100.92767334 93.4236373901 2 2 90.6395339966 69.6708068848 277.595489502 1 1 8 2
65044 -1 -1 1 1 0 0 0.963540971279 0.868505418301 13 13 89.8696670532 22.5186882019 2 2 54.2055969238 40.156627655 30.0453987122 1 1 7 2
73723 1 1 1 1 0 0 0.845499873161 0.978100895882 -13 -13 54.8509216309 43.6731491089 2 2 88.6748199463 38.4581642151 12.4951581955 3 3 4 4
148352 -1 -1 1 1 0 0 0.970583498478 0.958264827728 13 13 31.4538974762 30.4828567505 2 2 147.627639771 139.158370972 44.3388137817 2 0 4 3
172886 1 1 1 1 0 0 0.985996723175 0.97647768259 -13 -13 76.5872650146 26.8576526642 2 2 63.3870048523 79.3963699341 56.3525886536 3 0 6 2
31597 1 1 1 1 0 0 0.913149178028 0.978991746902 -13 -13 21.4223308563 21.3083534241 2 2 59.5453300476 104.370811462 55.1429710388 3 1 4 2
95337 -1 -1 1 1 0 0 0.976656615734 0.797104120255 13 13 31.6221828461 23.2215003967 2 2 46.6634864807 45.9424972534 16.6359786987 3 2 5 3
132584 1 1 1 1 0 0 0.97026860714 0.969617187977 -13 -13 185.887283325 93.8621292114 2 2 92.2453460693 54.6191520691 54.7855949402 3 2 5 3
107572 1 1 1 1 0 0 0.985586702824 0.932605922222 -13 -13 137.113586426 26.2793045044 2 2 111.783966064 64.4909210205 134.005889893 2 1 4 2
145277 -1 -1 1 1 0 0 0.921818196774 0.963567197323 13 13 31.7955989838 27.9485778809 2 2 72.0597076416 78.1828842163 14.3592681885 1 1 4 3
118576 1 1 1 1 0 0 0.927256524563 0.96116489172 -13 -13 72.8105316162 31.8962497711 2 2 52.86743927 11.0830774307 89.709815979 2 2 4 2
84348 1 1 1 1 0 0 0.982631444931 0.895609021187 -13 -13 34.9141349792 21.0492725372 2 2 44.4261550903 53.643611908 37.5220222473 1 1 4 2
84366 -1 -1 1 1 0 0 0.972700953484 0.811084389687 13 13 40.1244697571 32.0425071716 2 2 197.874450684 167.186447144 73.8039627075 2 1 7 2
139470 1 1 1 1 0 0 0.95718228817 0.957419574261 -13 -13 67.7235794067 25.3490390778 2 2 57.2574462891 63.5445251465 68.4415435791 5 2 7 2
94036 1 1 1 1 0 0 0.961496889591 0.781762778759 -13 -13 82.6548843384 55.1153144836 2 2 198.775970459 156.480697632 170.208023071 3 3 5 2
121244 1 1 1 1 0 0 0.934226691723 0.888868570328 -13 -13 57.761089325 40.6982574463 2 2 42.5136108398 122.209739685 84.2096939087 4 2 5 2
121298 -1 -1 1 1 0 0 0.972177565098 0.984931409359 13 13 67.3439254761 46.6812858582 2 2 79.2070236206 95.7511520386 87.6775054932 1 1 4 2
150851 1 1 1 1 0 0 0.922272264957 0.98461163044 -13 -13 39.9092788696 23.1411590576 2 2 151.716934204 144.668579102 10.8245849609 3 0 4 3
135697 -1 -1 1 1 0 0 0.82432281971 0.860163152218 13 13 178.976654053 37.8435554504 2 2 161.80078125 136.062332153 179.130661011 3 1 4 2
152729 1 1 1 1 0 0 0.948060870171 0.78497171402 -13 -13 76.5267944336 55.7641372681 2 2 162.937286377 239.387420654 114.693695068 2 1 7 2
148739 -1 -1 1 1 0 1 0.924415230751 0.828446090221 13 13 69.8522033691 31.3270740509 2 2 96.4226989746 65.7258071899 60.8847999573 2 1 6 2
