evt LepGood1_charge LepGood2_charge LepGood1_convVeto LepGood2_convVeto LepGood1_lostHits LepGood2_lostHits LepGood1_mvaTTH LepGood2_mvaTTH LepGood1_pdgId LepGood2_pdgId LepGood1_pt LepGood2_pt LepGood1_tightCharge LepGood2_tightCharge met_pt mhtJet25 minMllAFAS nBJetLoose25 nBJetMedium25 nJet25 nLepGood10
142919 -1 -1 1 1 0 0 0.906319141388 -0.0537542700768 11 11 23.9290504456 16.6303138733 2 2 85.8097381592 97.045791626 44.1744308472 2 0 4 2
142938 -1 -1 1 1 0 0 0.955339848995 0.969082772732 11 11 146.863571167 68.6487350464 2 2 192.00088501 178.474822998 64.4405441284 2 1 3 3
171271 -1 1 1 1 0 0 -0.146696716547 -0.629578113556 11 -11 14.3301115036 13.315870285 2 2 116.957366943 78.4996566772 3.49685406685 1 0 2 3
171277 1 1 1 1 0 0 0.915202081203 0.857869148254 -11 -11 61.0862426758 24.581823349 2 2 115.651420593 79.0252685547 19.215631485 1 1 2 3
171297 1 1 0 1 1 0 -0.702456831932 0.641977608204 -11 -11 105.404205322 25.7330951691 1 2 144.149475098 185.27520752 10.9989891052 4 3 5 2
192826 1 -1 1 1 0 0 0.95300924778 0.633884608746 -11 11 77.0795974731 17.1997776031 1 2 7.21053171158 20.5497379303 57.6326065063 2 1 6 2
192847 1 -1 1 1 0 0 0.250415891409 -0.969755113125 -11 11 42.7514038086 30.8232116699 2 2 57.772102356 59.7803916931 83.2055282593 4 3 5 2
192869 -1 1 1 1 0 0 0.669772922993 0.510664224625 11 -11 11.4948444366 9.68986415863 2 2 142.601638794 223.217285156 4.96338129044 2 0 4 1
192888 -1 -1 1 1 0 0 -0.540922343731 0.684157192707 11 11 21.6124210358 16.8136367798 2 2 154.548797607 155.407775879 30.4031772614 1 0 8 2
193248 -1 1 1 1 0 0 0.957875072956 0.467977613211 11 -11 125.366928101 14.9286670685 2 2 38.0014648438 29.2732715607 90.5989303589 0 0 7 2
193272 1 -1 1 1 0 0 0.80746114254 0.91767758131 -11 11 46.4621925354 38.4169311523 2 2 44.9258956909 88.8070678711 84.2265167236 2 1 3 2
193279 1 -1 1 1 0 0 0.934935092926 0.472454190254 -11 11 52.4589309692 31.8615016937 2 2 250.475814819 225.308334351 110.910148621 3 2 4 2
193299 1 -1 1 1 0 0 0.962029099464 0.671478271484 -11 11 61.7072181702 19.320022583 2 2 120.213172913 118.218162537 22.1165313721 2 2 3 2
192485 1 -1 1 1 0 0 0.968119502068 -0.435875087976 -11 11 88.9326553345 40.8367233276 2 2 80.9464797974 79.7652587891 128.018920898 0 0 1 2
192901 1 -1 1 0 0 0 -0.910177052021 -0.869854450226 -11 11 77.2465515137 63.7807769775 2 2 26.6490421295 53.1120491028 157.171844482 0 0 4 2
192904 -1 1 1 1 0 0 0.955809772015 -0.96750831604 11 -11 48.8789367676 38.9826850891 2 2 57.3048706055 131.310821533 21.4140834808 1 1 6 3
192952 -1 1 1 1 0 0 0.913736343384 -0.761843442917 11 -11 67.8911590576 9.12481880188 2 2 109.101455688 93.9866867065 29.1911678314 1 1 6 1
192958 -1 1 1 1 0 0 0.05185020715 0.626702010632 11 -11 26.5913009644 9.91035175323 2 2 168.934127808 104.63180542 20.2431221008 2 1 4 1
192995 1 -1 1 1 0 0 0.856985747814 0.9319922328 -11 11 132.69128418 52.8263969421 2 2 336.022705078 372.654815674 207.779037476 1 1 4 2
193602 1 -1 1 1 0 0 0.957223057747 -0.968966126442 -11 11 164.413955688 26.987783432 2 2 156.084579468 217.11869812 44.8321914673 1 1 5 2
5243 1 1 1 1 0 0 0.573071956635 -0.917087316513 -11 -11 39.2445030212 8.55286312103 2 2 50.3889160156 141.964996338 37.2379150391 3 3 6 1
5249 -1 1 1 0 0 0 0.929960668087 0.650559425354 11 -11 38.0674171448 15.9573736191 2 2 65.1921005249 76.6062088013 11.8830451965 3 1 3 2
5277 -1 1 1 1 0 0 0.948862016201 0.756363034248 11 -11 40.0197372437 24.2654190063 2 2 60.7082710266 26.0656871796 53.2046546936 2 1 6 2
5279 -1 -1 1 1 0 0 0.942973136902 -0.397486060858 11 11 201.375091553 12.7502651215 2 2 72.941619873 21.0710926056 39.8421897888 5 3 7 2
5503 -1 -1 1 1 0 0 0.708789765835 -0.884832262993 11 11 29.9372386932 16.3709716797 2 2 67.7442932129 89.6511306763 21.4734325409 1 1 3 2
5522 -1 1 0 1 0 0 0.876542806625 0.896702587605 11 -11 219.252532959 36.6264686584 1 2 137.923370361 112.659461975 196.505615234 1 1 2 2
5526 1 -1 1 1 0 0 0.92109054327 0.358477830887 -11 11 25.9635715485 13.5393419266 2 2 57.3201904297 88.3888320923 39.7416038513 2 2 7 2
12502 1 -1 1 1 0 0 0.966682851315 0.684566438198 -11 11 54.0811386108 45.71326828 2 2 147.793319702 120.625816345 55.230052948 3 3 5 2
12540 -1 1 1 1 0 0 0.740561366081 0.835624694824 11 -11 61.7916603088 18.3443069458 2 2 85.4695892334 120.563705444 57.431678772 3 1 5 2
12575 -1 -1 1 1 0 0 0.84326928854 -0.028742833063 11 11 43.0369949341 11.9829082489 2 2 96.6144790649 123.996391296 42.6405715942 1 0 5 2
16723 -1 -1 1 1 0 0 0.677455246449 0.0629124864936 11 11 40.3222122192 21.2552242279 2 2 128.113998413 88.5421981812 36.6870002747 3 2 5 2
16727 1 -1 1 1 0 0 -0.923055827618 0.083973698318 -11 11 77.7132797241 10.0116157532 2 2 184.811080933 16.7779788971 109.500244141 5 3 8 2
7530 -1 1 1 1 0 0 -0.781157195568 0.77293419838 11 -11 44.9739494324 29.2129116058 2 2 145.025283813 107.609558105 31.8479576111 4 1 6 2
7574 -1 1 0 1 1 0 0.0722887888551 -0.00384682463482 11 -11 57.3663253784 55.6068840027 2 2 120.966773987 118.165557861 70.8180160522 2 1 5 3
40010 1 -1 1 1 0 0 0.448884487152 0.877062916756 -11 11 34.2251625061 28.1921062469 2 2 37.6847572327 105.154319763 99.5378036499 4 4 5 2
40012 -1 -1 1 1 0 0 0.628634035587 0.659874260426 11 11 22.6116523743 19.0289821625 2 2 61.3684654236 48.6627120972 28.0249118805 1 1 2 3
40021 -1 1 1 1 0 0 0.917526483536 -0.656717658043 11 -11 62.8333282471 42.4535331726 2 2 58.4010047913 101.132461548 79.4222259521 0 0 3 2
74906 -1 -1 1 1 0 0 0.228349238634 0.758449018002 11 11 560.727661133 31.1301937103 0 2 134.145187378 117.839744568 915.703186035 3 2 7 2
74993 -1 1 1 1 0 0 0.95738786459 0.854986667633 11 -11 37.2805671692 26.6643676758 2 2 75.137550354 96.2398376465 46.4243164062 5 2 7 2
74995 1 -1 1 1 0 0 0.930796086788 0.905630648136 -11 11 44.1157417297 23.7319850922 2 2 147.810836792 110.585716248 49.0391159058 3 3 4 2
80202 -1 -1 1 1 0 0 -0.984105110168 -0.698805510998 11 11 45.6891288757 14.4580497742 0 2 27.0377159119 164.059875488 4.61314868927 3 2 5 2
80239 -1 1 1 1 0 0 -0.934231758118 -0.995432198048 11 -11 23.4497108459 9.9111738205 2 2 76.6521835327 19.607257843 2.62327480316 4 3 6 1
80285 -1 1 1 1 0 1 -0.0345233567059 0.739974617958 11 -11 61.7017288208 33.1642417908 2 2 107.76651001 72.3362350464 121.369560242 4 4 6 2
23518 1 -1 1 1 0 0 -0.501456260681 0.896244466305 -11 11 43.0278396606 17.440738678 2 2 80.0904006958 92.7142028809 110.534584045 3 3 4 2
32755 -1 1 1 1 0 0 0.728654563427 0.832149088383 11 -11 60.315120697 34.0933876038 2 2 59.5325431824 137.325820923 92.3840789795 2 2 3 2
32792 1 -1 1 1 0 0 0.905618548393 0.861944913864 -11 11 35.8529701233 33.3531608582 2 2 123.556106567 102.31778717 84.6163635254 2 2 3 2
36830 1 -1 1 1 0 0 0.96591681242 0.371445208788 -11 11 279.43258667 129.099746704 2 2 270.902496338 349.127593994 229.648590088 4 1 9 2
36836 -1 1 1 1 0 0 0.915915727615 0.353495389223 11 -11 162.839614868 17.2912979126 2 2 109.038406372 59.5392379761 54.5566864014 2 2 2 2
36876 -1 1 1 1 0 0 0.913298070431 0.875967085361 11 -11 41.4306945801 35.2515640259 2 2 137.860519409 157.348068237 44.6400413513 2 2 4 2
37357 -1 1 1 1 0 0 0.693604052067 -0.326290458441 11 -11 252.889846802 49.4500961304 2 2 190.35760498 179.791595459 12.6274356842 3 2 5 4
37369 1 -1 1 1 0 0 0.970410108566 0.178676635027 -11 11 90.2073287964 18.7233276367 2 2 76.31980896 49.6720962524 85.7539367676 4 0 8 2
37388 1 -1 1 1 0 0 -0.0999073386192 0.0620762035251 -11 11 12.2568511963 9.105052948 2 2 168.698486328 134.077941895 20.4338626862 3 1 4 1
66512 -1 1 1 1 0 0 0.910794436932 0.284512758255 11 -11 63.3948478699 24.7504920959 2 2 157.375839233 158.513275146 90.4862976074 2 2 7 2
66539 1 -1 1 1 0 0 0.885342299938 0.969909846783 -11 11 92.8260726929 80.1647644043 2 2 113.125350952 34.1506385803 175.168151855 2 2 4 2
79427 1 1 1 1 0 1 -0.279357671738 -0.564230442047 -11 -11 68.2933959961 18.6292304993 2 2 80.83984375 63.2939453125 71.6037750244 1 1 4 2
79493 -1 1 1 1 1 0 0.853076279163 0.909429788589 11 -11 82.448638916 43.769115448 2 2 91.6577072144 82.8997650146 20.4253349304 2 1 5 2
79495 -1 1 1 1 0 0 0.956656575203 -0.410506188869 11 -11 25.867477417 19.1958141327 2 2 81.7954788208 103.475547791 63.4794960022 2 1 4 2
128912 -1 1 1 1 0 0 -0.914636015892 0.958284854889 11 -11 53.4883308411 30.0239696503 2 2 73.6572570801 189.733184814 53.7600097656 3 1 5 2
128913 1 -1 1 1 0 0 0.855579853058 -0.377534210682 -11 11 116.605239868 18.7032852173 2 2 137.146331787 165.969650269 34.0235710144 2 2 5 2
128924 -1 -1 1 1 0 0 0.948252260685 -0.262875497341 11 11 61.5682144165 24.1281852722 2 1 126.974502563 157.988967896 82.1279067993 5 1 7 2
181707 1 1 1 1 0 0 0.499494373798 0.950120568275 -11 -11 67.845664978 60.2491149902 0 2 30.7597293854 22.4084510803 84.6469650269 0 0 4 2
181786 -1 1 1 1 0 0 0.297198086977 0.823642492294 11 -11 71.4192962646 56.3928985596 2 2 96.1977920532 121.66444397 274.911407471 2 2 3 2
92827 -1 1 1 1 0 0 -0.874354362488 -0.996439218521 11 -11 67.9600219727 22.6231555939 2 2 49.3949813843 145.420394897 52.1678886414 1 0 1 2
92828 1 -1 1 1 0 0 0.906917512417 0.522082030773 -11 11 107.047531128 29.0474491119 2 2 73.7086257935 88.7800445557 119.357879639 3 2 4 2
92873 -1 1 1 1 0 0 0.907964348793 0.451000630856 11 -11 109.991470337 34.4994087219 2 2 247.239822388 162.095825195 51.031879425 2 2 5 2
127704 1 -1 1 1 0 0 0.946363806725 -0.855147004128 -11 11 40.6348571777 10.4937944412 2 2 97.8965072632 135.771026611 47.8183403015 4 4 5 2
127825 1 -1 1 1 0 0 0.911681592464 0.906400561333 -11 11 154.757446289 85.9662857056 2 2 140.919143677 203.950897217 243.900390625 2 1 4 2
140646 -1 1 1 1 0 0 0.375235974789 0.906591653824 11 -11 34.5367164612 28.3874607086 2 2 71.3184509277 29.7455291748 69.0220184326 4 1 5 2
140648 1 -1 1 1 0 0 0.955053925514 0.138485312462 -11 11 182.783294678 13.8073768616 2 2 132.669006348 100.61315155 21.6520252228 2 1 7 2
111101 -1 1 1 1 0 0 0.953497648239 0.138941183686 11 -11 41.076625824 10.7967119217 2 2 57.3895454407 153.233032227 46.440120697 1 1 4 2
111123 -1 -1 1 1 0 0 0.501918494701 0.913155317307 11 11 44.6882896423 21.5800971985 2 2 27.4966812134 95.9482803345 61.4247245789 2 1 6 2
111170 -1 1 1 1 0 0 -0.715684056282 0.796101272106 11 -11 86.6603393555 57.5719146729 0 2 30.7503147125 80.1448822021 110.717063904 3 1 5 2
111188 -1 1 0 1 0 0 -0.89304792881 0.906040251255 11 -11 44.7334632874 30.995382309 2 2 91.0454101562 66.6241912842 76.1727676392 3 2 10 2
111844 -1 -1 1 1 0 0 0.913894712925 0.815839111805 11 11 126.63709259 48.845123291 0 2 240.726516724 191.142623901 142.7368927 4 1 10 2
111871 1 -1 1 1 0 0 0.917444884777 -0.039583094418 -11 11 124.200141907 8.03356456757 2 2 114.863014221 167.690994263 55.0616264343 2 1 5 1
111872 1 1 1 1 0 0 -0.924028873444 0.900684177876 -11 -11 51.7182388306 20.3183441162 2 2 101.900550842 93.8729324341 50.8447952271 2 1 5 2
131029 1 1 1 1 0 0 0.25365909934 0.368444859982 -11 -11 18.3114051819 16.9259376526 2 2 89.2164993286 5.40161848068 28.8541965485 2 1 4 2
135032 -1 1 1 1 0 0 0.966634690762 -0.732930958271 11 -11 250.059524536 162.657958984 0 2 100.836967468 22.187915802 423.359802246 3 2 5 2
135051 1 1 1 1 0 0 0.681095719337 0.981305778027 -11 -11 89.2546005249 88.4222793579 2 2 43.8335266113 97.4653244019 51.7768630981 2 2 3 3
135073 1 -1 1 1 0 0 0.797513127327 0.432659000158 -11 11 107.105422974 20.1043815613 2 2 114.355133057 109.834960938 113.518676758 2 2 5 2
128574 -1 1 1 1 0 0 0.918985188007 0.933044850826 11 -11 78.0447998047 71.5391845703 2 2 60.7744216919 119.910079956 256.391479492 3 1 4 2
128580 -1 1 1 1 0 0 0.729238629341 0.884914875031 11 -11 152.819488525 20.2032012939 2 2 19.7437515259 39.6742897034 42.5195541382 4 3 9 2
128658 1 -1 1 1 0 0 0.799341440201 -0.218664348125 -11 11 30.8780155182 12.1891918182 2 2 166.913879395 137.980224609 59.2770347595 3 1 6 2
128674 1 1 1 1 0 0 -0.536335647106 0.676913619041 -11 -11 204.094741821 138.60736084 2 2 260.986999512 311.531219482 32.977268219 3 2 6 3
129045 -1 -1 0 1 0 0 0.950512111187 0.826174259186 11 11 176.16192627 111.273231506 0 0 27.7237663269 47.6588973999 49.831817627 2 1 7 2
138559 -1 -1 1 1 0 0 0.915852606297 -0.555942475796 11 11 33.6458816528 20.1301174164 2 2 48.0561103821 36.6390533447 40.4705543518 5 2 5 2
134818 -1 1 1 1 0 0 0.0288684275001 -0.841312110424 11 -11 24.7750797272 8.16433143616 2 2 58.8685531616 74.9099884033 28.4379463196 2 1 4 1
145325 1 -1 1 1 0 0 0.66816174984 0.948038220406 -11 11 127.5025177 83.7878952026 2 2 105.296661377 69.3312835693 198.158599854 4 3 6 2
145348 1 -1 1 1 0 0 0.946783602238 0.90951192379 -11 11 72.3362731934 25.4658241272 2 2 63.4982681274 59.6992912292 13.001742363 3 2 5 3
145363 1 1 1 1 0 0 0.556739866734 -0.997742116451 -11 -11 50.7400970459 17.3999557495 2 2 39.5213508606 16.502658844 78.1572265625 6 4 7 2
145383 -1 1 1 1 0 0 0.575922489166 0.14834369719 11 -11 15.6421079636 14.7473173141 2 2 116.318710327 101.633972168 25.0705566406 3 1 4 2
145391 1 -1 1 1 0 0 0.821104228497 -0.715830028057 -11 11 32.9714698792 13.9686822891 2 2 57.7117919922 52.2098884583 42.7925834656 2 1 5 2
149638 1 1 1 1 0 0 -0.868259906769 0.918434679508 -11 -11 43.61095047 27.8094520569 0 2 26.0322856903 35.8388824463 48.2500419617 4 3 5 2
174238 1 -1 1 1 0 0 0.96550488472 -0.512619078159 -11 11 34.6088066101 29.615447998 2 2 133.195922852 147.162445068 56.027759552 2 2 3 2
174260 -1 1 1 0 0 1 0.722534060478 -0.511515915394 11 -11 78.5910797119 26.5096473694 2 0 78.1727142334 76.8774719238 34.4262390137 2 1 3 3
139308 1 1 1 1 0 0 0.96837413311 0.568214356899 -11 -11 51.8120803833 28.4296741486 2 2 7.09019756317 42.290435791 101.148658752 4 2 7 2
139338 1 -1 1 1 0 0 -0.346438258886 0.955606877804 -11 11 208.491607666 80.6258621216 2 2 187.02722168 104.390426636 119.417350769 2 0 3 3
139357 1 -1 1 1 0 0 0.893091082573 0.71565425396 -11 11 77.2976379395 51.2654304504 2 2 97.0862579346 84.3488540649 19.0538063049 1 0 3 4
139397 -1 1 1 1 0 0 0.815475225449 0.511773169041 11 -11 91.9509887695 18.0710411072 2 2 105.237373352 129.040664673 89.1352996826 1 0 3 2
165821 1 1 1 1 0 0 0.552779734135 0.364444553852 -11 -11 21.6623802185 13.4858293533 2 2 148.028106689 167.007171631 32.4626197815 2 1 6 2
165837 1 -1 1 1 0 0 0.249153539538 0.874851226807 -11 11 39.3157844543 28.407699585 2 2 95.5907363892 74.1403198242 31.842748642 2 2 3 2
165891 1 -1 1 1 0 0 0.967302322388 0.627943813801 -11 11 69.1511917114 24.6115779877 2 2 147.297302246 105.564300537 41.8526229858 2 2 3 3
171724 1 -1 1 1 0 0 0.957387506962 0.925630748272 -11 11 88.4380340576 35.7015724182 2 2 144.826873779 93.3667678833 46.1298713684 1 1 4 2
171740 -1 -1 1 1 0 0 0.935491502285 0.956077456474 11 11 79.0709457397 18.6113605499 2 2 56.7461242676 78.424949646 17.4933280945 0 0 2 2
175824 -1 -1 1 1 0 0 0.502173900604 0.348370403051 11 11 59.2918167114 21.2509098053 2 2 85.0031890869 109.229850769 19.8770465851 3 0 5 2
175854 -1 -1 1 1 0 0 0.331198394299 0.140941366553 11 11 40.9570846558 11.3439664841 2 2 10.4472417831 66.3792953491 54.7088050842 4 3 4 2
175877 1 -1 1 1 0 0 0.971597135067 0.891737759113 -11 11 68.2706298828 58.7079238892 2 2 12.5802297592 59.3827705383 131.15045166 1 1 4 2
178424 1 -1 1 1 0 0 -0.995025992393 -0.728592336178 -11 11 49.4623451233 34.0851593018 2 2 50.3829193115 42.9899749756 225.578765869 1 0 3 2
178435 -1 1 1 1 0 0 0.922943115234 -0.625545978546 11 -11 96.9487457275 35.9079627991 2 2 69.9399337769 108.273826599 155.566268921 2 2 5 2
181833 1 -1 1 1 0 0 0.904838562012 0.778375506401 -11 11 66.3323287964 14.4127349854 2 2 111.831108093 117.534423828 34.7812232971 3 1 4 2
181863 1 -1 1 1 0 0 0.617563545704 0.970874190331 -11 11 71.0021438599 52.4335975647 2 2 31.346124649 43.1570320129 123.392356873 2 1 5 2
6722 -1 1 1 1 0 0 0.565183162689 0.132911488414 11 -11 40.9964561462 17.5533237457 2 2 31.269575119 142.75328064 88.458694458 0 0 4 2
6739 1 -1 1 1 0 0 0.937685966492 -0.717125058174 -11 11 98.8197479248 13.2322130203 2 2 60.9942626953 51.8163223267 89.2050704956 3 1 5 2
6785 -1 1 1 1 0 0 -0.416056782007 0.954471588135 11 -11 87.9323120117 83.8644638062 2 2 83.7449188232 107.044090271 34.6597900391 4 3 5 2
20706 1 -1 1 1 0 0 0.194727987051 -0.840486466885 -11 11 30.4622421265 24.4540576935 2 2 163.225708008 98.1890487671 128.062698364 4 2 5 2
20759 -1 -1 1 1 0 0 0.927535891533 0.533877909184 11 11 39.5966911316 13.1935243607 2 2 21.9576053619 64.8430786133 37.2823295593 3 0 4 2
24303 -1 1 1 1 0 0 0.950651824474 0.772178769112 11 -11 76.020111084 31.9121379852 2 2 300.23260498 218.170791626 149.204208374 2 2 5 2
24366 1 -1 1 1 1 0 -0.989368736744 -0.729645133018 -11 11 19.2653541565 18.3694610596 1 2 51.3966331482 27.7190685272 4.16472673416 2 1 4 2
24373 -1 1 1 1 0 0 -0.533970296383 0.258334934711 11 -11 27.0521965027 24.6456356049 2 2 172.525054932 104.80544281 86.3121643066 2 0 6 2
25622 1 1 1 1 0 0 0.966984570026 0.58375287056 -11 -11 126.049972534 65.5914840698 2 2 62.2263908386 91.0847244263 149.128601074 0 0 4 2
25655 -1 1 0 1 0 0 0.885004758835 0.967742860317 11 -11 50.1161651611 41.6131820679 2 2 26.8649349213 58.3797187805 79.9261779785 2 2 6 2
25659 1 -1 1 0 0 0 0.932179629803 0.716453552246 -11 11 47.3702735901 23.1682224274 2 0 60.3093070984 304.676025391 28.1813049316 1 1 5 2
13037 1 -1 0 0 0 0 -0.908109486103 0.970802664757 -11 11 453.031829834 63.8302307129 2 2 58.4492988586 454.716552734 205.944625854 2 2 9 2
14570 1 -1 1 1 0 0 0.888280689716 0.776429951191 -11 11 53.2224998474 30.3950004578 2 2 188.084259033 235.055389404 79.2336730957 4 3 6 2
14572 -1 -1 0 1 0 0 0.762455701828 0.924583852291 11 11 112.58997345 53.3954734802 1 2 54.3294944763 32.4144630432 71.7102355957 2 1 3 3
14584 -1 1 1 1 0 0 0.900227487087 -0.571054160595 11 -11 102.226219177 23.0482330322 2 2 90.9218444824 52.5747756958 84.5023727417 5 2 6 2
14585 -1 1 1 1 0 0 0.604045987129 0.882264137268 11 -11 38.0875396729 26.1906433105 2 2 60.0365524292 35.3588371277 74.3863677979 1 1 3 2
29933 1 -1 1 1 0 0 0.687544286251 0.881345450878 -11 11 35.7526054382 26.7378063202 2 2 112.142341614 83.7954711914 49.9463386536 2 2 4 2
29955 1 1 1 1 0 0 0.932108640671 0.915710031986 -11 -11 37.4003067017 22.2614994049 2 2 31.1449584961 32.3768730164 57.2105560303 1 1 7 2
29956 -1 -1 1 1 0 0 0.00490966718644 -0.352661430836 11 11 131.928527832 35.791103363 2 2 49.6481208801 164.965301514 147.059371948 3 1 10 2
29979 1 -1 1 1 0 0 0.320837557316 0.941340863705 -11 11 136.48034668 36.433391571 2 2 121.112945557 163.316268921 133.796051025 1 1 5 2
29982 -1 1 1 1 0 0 0.836284041405 0.652761280537 11 -11 49.4653587341 27.6285495758 0 2 76.9405212402 28.5461578369 83.7960891724 4 1 5 2
30725 -1 1 1 1 0 0 0.934918165207 0.645150542259 11 -11 88.6310272217 23.8587799072 2 2 190.222824097 158.159057617 73.1817703247 3 3 6 2
30745 1 -1 1 1 0 0 0.340440422297 -0.866077303886 -11 11 43.3551025391 13.1553792953 2 2 46.9760284424 74.9636306763 47.4314880371 1 1 1 2
20908 1 1 1 1 0 0 -0.688407480717 -0.954355835915 -11 -11 33.7307777405 8.98293495178 2 2 151.706863403 66.0988311768 15.2277450562 2 2 8 1
20996 1 1 1 1 0 0 0.932713627815 0.970140993595 -11 -11 103.987922668 97.0708694458 2 2 150.141235352 141.556304932 216.282546997 4 3 6 2
34758 -1 -1 1 1 0 0 -0.904442369938 0.898896872997 11 11 350.87487793 75.1277618408 2 2 108.266868591 142.125152588 83.6590881348 2 2 5 3
34784 1 1 1 1 0 0 -0.461188167334 -0.227843120694 -11 -11 39.5381660461 10.6645669937 2 2 66.8006362915 128.033889771 41.3374900818 3 2 6 2
70537 -1 1 1 1 0 0 0.746710240841 0.701955258846 11 -11 47.3017082214 29.1255054474 2 2 159.004745483 234.527130127 54.7755241394 3 2 7 2
96013 -1 1 1 1 0 0 0.955564379692 0.844482302666 11 -11 176.93699646 69.3655700684 2 2 139.288848877 125.939567566 212.905822754 3 2 4 2
96032 -1 1 1 1 0 0 0.821458041668 0.95923435688 11 -11 93.4570999146 81.7408447266 2 2 45.9029960632 106.944610596 42.8384628296 1 1 3 3
96036 1 -1 1 1 0 1 0.854211330414 0.915912866592 -11 11 50.719417572 50.3162651062 0 2 128.886459351 21.7209720612 82.9946746826 4 3 8 2
96047 1 -1 1 1 0 0 0.851653933525 0.905834317207 -11 11 134.383422852 75.4883041382 2 2 77.2061767578 23.5169620514 205.22013855 4 1 5 2
62309 -1 1 1 1 0 0 0.843107819557 0.471208810806 11 -11 101.82118988 19.6486415863 2 2 59.155456543 26.8109455109 51.6884307861 2 1 4 2
62334 -1 -1 1 1 0 0 0.403890043497 -0.886869251728 11 11 30.1347122192 11.1354236603 0 2 47.6938400269 94.9443511963 36.4184684753 4 3 4 2
62390 1 -1 1 1 0 0 0.645937144756 -0.479709595442 -11 11 32.6280136108 20.0678787231 2 2 46.4815559387 65.1619110107 38.6078300476 4 3 5 2
71211 -1 1 1 1 0 0 0.964745163918 0.68356359005 11 -11 23.3087978363 17.9206886292 2 2 82.0945892334 102.180854797 47.9695968628 2 2 5 2
71215 1 -1 1 1 0 0 0.949875593185 0.92627030611 -11 11 67.6032867432 59.4355049133 2 2 9.31859397888 2.84208965302 111.993812561 2 2 5 2
71226 1 -1 1 1 0 0 0.701434791088 0.848695278168 -11 11 38.545249939 34.7446098328 2 2 56.5961685181 106.62776947 17.6221504211 2 1 4 2
71297 1 -1 1 1 0 0 0.92939722538 0.219124644995 -11 11 82.7263641357 20.5965709686 2 2 39.6220855713 49.5247573853 61.2419433594 4 2 5 2
71300 -1 1 1 1 0 0 0.96428668499 0.650101959705 11 -11 41.9047431946 41.0722122192 2 2 60.2745132446 39.4084777832 70.489982605 5 2 6 2
89610 -1 1 1 1 0 0 0.439528822899 -0.954740583897 11 -11 44.2928504944 21.6747264862 2 2 35.27576828 43.5405502319 15.067276001 2 2 4 2
89641 1 -1 1 1 0 1 0.967769503593 0.70361405611 -11 11 69.8371505737 28.2829380035 2 2 98.4143066406 71.9028320312 79.5673446655 3 2 3 2
89656 1 -1 1 1 0 0 0.933527648449 0.657893657684 -11 11 94.1014328003 11.1181402206 2 2 76.7869796753 136.247680664 26.5587730408 2 2 4 2
89668 -1 1 1 1 0 0 -0.881111502647 -0.645246863365 11 -11 15.6347360611 15.4455127716 2 2 144.553314209 143.392990112 47.3033714294 4 1 6 2
89694 -1 1 1 1 0 0 0.822345197201 0.751815676689 11 -11 74.936088562 29.4502849579 2 2 45.9880447388 41.0582046509 24.7773132324 2 2 4 2
100466 -1 -1 1 1 0 0 0.930239975452 -0.133896782994 11 11 71.8136901855 34.6957855225 2 2 58.2125854492 80.5631027222 93.3280487061 3 1 6 2
75311 -1 1 1 1 0 0 -0.618507325649 0.842883944511 11 -11 70.0062713623 16.791261673 2 2 88.402381897 48.701713562 77.3268737793 1 1 1 2
79758 -1 1 1 1 0 0 0.603172600269 -0.0902908667922 11 -11 54.3894386292 51.4099960327 2 2 144.323471069 67.7899475098 43.0042266846 4 2 4 3
82002 1 -1 1 1 0 0 0.886448681355 0.737915158272 -11 11 42.1460342407 24.0000400543 2 2 90.3924255371 53.1819267273 41.1546363831 4 1 5 2
82048 1 -1 1 1 0 0 0.930437326431 -0.392330497503 -11 11 61.6369285583 14.2382497787 2 2 50.5123710632 16.2754497528 22.3331832886 3 1 5 2
83037 1 -1 1 1 0 0 0.832017481327 -0.363563805819 -11 11 63.0717582703 21.6703414917 0 2 152.624053955 150.29637146 107.062217712 1 1 9 2
83051 1 -1 1 1 0 0 0.946158766747 0.154293417931 -11 11 35.4304847717 32.3617858887 2 2 38.2963027954 57.5048065186 74.9084014893 3 2 3 2
83094 -1 1 1 1 0 0 0.930762410164 -0.00410985108465 11 -11 29.9586696625 19.9426708221 2 2 116.5391922 93.7431411743 56.4625549316 5 0 6 2
83100 -1 1 1 1 0 0 0.95221298933 0.468335211277 11 -11 24.7684860229 20.8298969269 2 2 19.6039772034 71.0651550293 55.3474807739 2 1 5 2
126739 -1 1 1 1 0 0 0.939378321171 0.705217003822 11 -11 161.684295654 92.8863983154 2 0 111.401679993 152.307373047 306.837554932 3 3 6 2
126751 1 -1 1 1 0 0 0.794569611549 0.751887857914 -11 11 160.4662323 23.4585647583 2 2 241.060302734 250.261123657 114.439155579 4 4 6 2
155931 -1 1 1 1 0 0 -0.394068419933 0.0945735871792 11 -11 28.034614563 27.2943077087 0 2 41.024230957 49.4513015747 45.0237579346 1 1 4 2
155944 -1 -1 1 1 0 0 0.731558561325 0.837527692318 11 11 116.290893555 83.7520446777 0 2 76.6214523315 10.9912786484 191.915725708 3 1 5 2
155945 -1 1 1 1 0 0 0.78166359663 0.709148526192 11 -11 42.4582977295 31.6976547241 2 2 94.7993011475 64.6234283447 36.9000320435 2 2 7 2
